crop,region,soil_type,season,year,avg_temperature,avg_rainfall,humidity,sunlight_hours,soil_ph,nitrogen_content,phosphorus_content,potassium_content,organic_matter,farm_area_ha,irrigation_type,fertilizer_kg_ha,pesticide_l_ha,yield_per_ha,total_yield_tons
Soybean,Central,Clay,Kharif,2017,19.59,380.72,44.22,4.55,7.29,316.82,77.26,151.24,0.61,5.12,Flood,122.42,4.33,1.31,6.69
Tomato,East,Sandy,Kharif,2021,30.7,26.67,64.3,7.41,7.64,293.7,22.97,101.53,1.63,1.49,Sprinkler,214.3,9.94,4.03,5.99
Wheat,South,Peat,Rabi,2020,13.34,57.48,85.55,11.75,6.99,187.06,63.91,83.11,3.95,9.04,Sprinkler,81.23,9.77,0.82,7.45
Cotton,East,Clay,Zaid,2021,38.81,296.02,64.8,5.97,7.25,225.98,24.42,155.92,3.49,0.87,Flood,133.35,0.18,0.95,0.82
Wheat,South,Loamy,Rabi,2018,20.57,354.49,41.13,8.72,7.83,336.37,12.4,276.6,4.63,4.62,Sprinkler,170.52,0.45,2.14,9.89
Wheat,South,Sandy,Zaid,2021,26.43,72.66,78.64,7.23,7.55,130.42,19.31,84.93,0.7,4.4,Flood,248.49,6.1,0.71,3.11
Maize,West,Clay,Kharif,2022,15.94,64.93,55.71,9.7,5.98,103.91,51.73,285.6,3.24,8.14,Drip,218.2,4.97,2.09,16.98
Soybean,North,Sandy,Kharif,2017,35.21,193.79,51.24,6.69,6.17,235.65,71.95,136.3,2.19,10.34,Drip,178.84,5.35,2.27,23.5
Maize,Central,Peat,Kharif,2018,41.07,28.95,48.93,7.24,6.98,389.72,77.95,262.8,1.92,17.13,Drip,222.34,3.93,0.87,14.94
Potato,West,Loamy,Kharif,2018,24.16,21.67,47.31,10.64,7.44,209.26,45.05,276.29,3.34,3.04,Sprinkler,80.08,2.94,4.05,12.3
Potato,South,Peat,Kharif,2019,15.76,89.03,84.21,8.83,7.58,216.82,12.04,282.74,4.77,15.39,Flood,285.92,8.15,11.39,175.28
Tomato,South,Loamy,Rabi,2016,4.44,206.12,70.03,5.07,6.67,391.39,34.58,266.96,0.92,2.53,Flood,137.74,0.52,15.19,38.47
Potato,West,Sandy,Rabi,2022,28.58,26.55,54.94,4.08,7.59,286.09,55.15,143.6,1.44,6.87,Rainfed,252.78,1.39,2.83,19.44
Potato,South,Silt,Kharif,2021,21.75,48.6,48.41,9.87,7.11,164.86,31.7,291.66,4.32,11.1,Rainfed,165.0,6.24,5.35,59.35
Rice,East,Peat,Zaid,2017,23.62,110.14,54.36,10.78,5.95,210.14,18.74,151.21,0.68,2.09,Sprinkler,150.18,4.78,2.29,4.78
Cotton,West,Silt,Rabi,2022,19.13,52.16,66.15,8.07,6.45,349.06,48.19,133.07,4.76,9.83,Flood,295.65,6.92,0.59,5.78
Potato,Central,Peat,Rabi,2016,32.43,415.37,71.34,11.05,6.49,222.09,73.44,239.22,4.92,7.95,Flood,162.13,5.31,13.56,107.8
Maize,West,Sandy,Kharif,2018,15.03,100.22,52.77,7.48,7.05,129.02,62.06,77.34,2.32,8.66,Drip,166.89,8.42,1.71,14.78
Wheat,Central,Loamy,Rabi,2021,18.55,438.26,65.11,11.61,7.02,241.56,41.44,133.72,2.9,3.51,Rainfed,59.19,2.6,0.92,3.24
Potato,East,Silt,Rabi,2019,31.07,222.07,69.94,10.11,8.37,293.21,78.78,127.94,1.34,3.08,Drip,167.7,8.95,20.85,64.25
Potato,North,Clay,Rabi,2024,33.13,90.49,48.11,8.61,8.23,352.79,51.08,144.27,0.89,3.67,Sprinkler,238.02,3.6,10.57,38.81
Soybean,West,Loamy,Zaid,2020,18.03,287.92,81.08,9.11,5.91,143.47,17.23,204.07,1.02,9.75,Rainfed,298.24,3.66,0.96,9.36
Sugarcane,North,Silt,Rabi,2018,27.45,244.52,42.88,5.35,7.76,306.67,19.33,175.52,4.01,1.73,Sprinkler,267.82,0.53,63.21,109.63
Tomato,North,Loamy,Zaid,2015,26.19,115.66,55.76,9.77,7.85,380.17,35.74,221.5,3.21,4.22,Sprinkler,272.6,0.03,20.09,84.87
Cotton,Central,Silt,Zaid,2017,14.53,258.45,72.38,7.82,7.94,235.27,49.11,50.69,2.15,1.25,Flood,222.42,4.79,0.75,0.94
Soybean,Central,Peat,Zaid,2017,26.25,83.08,50.48,11.4,5.66,359.63,45.8,204.74,1.86,17.51,Drip,120.46,5.89,1.7,29.84
Rice,North,Silt,Rabi,2024,25.78,484.33,75.07,5.67,6.72,200.35,34.08,240.11,3.13,0.69,Drip,269.36,2.97,2.52,1.75
Soybean,West,Sandy,Rabi,2019,33.23,328.33,87.03,10.49,6.16,259.79,25.7,114.92,3.25,0.71,Flood,292.36,9.19,1.16,0.82
Potato,Central,Loamy,Zaid,2021,1.53,233.88,74.43,6.22,6.84,228.69,77.15,93.83,0.9,11.13,Drip,274.17,8.72,11.5,127.91
Rice,Central,Loamy,Kharif,2019,35.68,127.81,68.17,4.56,7.29,104.08,32.75,283.07,1.87,14.55,Sprinkler,112.53,3.15,2.37,34.47
Potato,East,Clay,Kharif,2022,25.07,233.81,42.01,11.38,6.09,365.27,38.06,258.19,3.52,1.47,Drip,279.51,2.46,24.73,36.29
Rice,North,Silt,Zaid,2021,37.88,188.3,45.29,5.78,7.01,349.14,20.32,186.92,3.7,10.35,Flood,283.89,7.85,2.95,30.51
Potato,South,Sandy,Rabi,2017,17.28,143.7,89.64,9.89,5.55,248.88,53.03,222.42,3.74,4.58,Sprinkler,105.84,9.42,21.35,97.86
Soybean,West,Sandy,Zaid,2016,23.68,47.03,56.12,11.38,8.16,221.54,12.68,62.12,1.78,5.46,Rainfed,196.05,6.34,0.5,2.73
Soybean,South,Sandy,Kharif,2017,16.97,27.83,72.05,10.52,7.76,345.11,56.61,233.84,1.72,25.31,Sprinkler,95.79,2.14,0.5,12.66
Cotton,West,Silt,Zaid,2024,21.73,390.23,89.41,10.36,7.39,256.02,77.94,223.91,4.75,2.4,Drip,133.44,8.55,1.13,2.72
Maize,North,Loamy,Kharif,2021,25.09,280.93,56.84,9.73,6.95,288.04,45.31,291.78,3.61,1.95,Drip,277.42,2.94,5.07,9.87
Cotton,North,Loamy,Kharif,2024,30.41,30.77,85.0,6.29,6.28,376.08,66.39,85.27,3.96,12.71,Sprinkler,69.63,8.25,0.5,6.36
Tomato,West,Clay,Kharif,2015,24.3,139.67,41.7,10.1,5.6,236.59,20.57,255.89,1.91,3.53,Flood,157.19,7.73,24.92,87.88
Wheat,Central,Clay,Kharif,2018,41.63,175.57,43.68,5.53,7.15,384.13,15.23,60.77,1.2,5.62,Drip,149.75,8.26,2.1,11.82
Potato,Central,Peat,Rabi,2022,20.03,118.55,74.26,4.99,8.33,202.31,59.92,181.05,1.5,9.86,Rainfed,254.56,3.96,10.58,104.37
Sugarcane,Central,Silt,Rabi,2020,17.46,49.82,74.49,6.47,8.03,165.22,11.04,117.13,1.36,4.05,Flood,100.93,7.63,9.05,36.63
Sugarcane,South,Loamy,Zaid,2021,30.12,448.67,90.0,10.96,7.78,215.94,62.73,289.17,0.61,4.36,Rainfed,104.5,5.58,21.81,95.09
Wheat,East,Loamy,Kharif,2015,38.51,105.75,67.55,11.68,7.16,353.87,32.39,159.53,2.62,2.13,Rainfed,144.95,5.99,1.38,2.94
Potato,South,Clay,Zaid,2016,13.78,57.96,70.58,5.06,6.26,112.64,15.08,110.85,0.59,1.91,Flood,213.74,0.61,3.42,6.53
Soybean,East,Silt,Zaid,2022,35.33,264.31,79.56,6.44,8.27,198.89,15.08,298.51,4.42,3.64,Rainfed,216.59,6.71,1.03,3.76
Soybean,North,Loamy,Kharif,2020,23.85,262.56,40.5,10.26,5.67,243.47,54.65,221.69,0.76,3.21,Drip,195.96,0.66,2.09,6.73
Sugarcane,West,Sandy,Zaid,2022,13.68,128.96,66.08,5.29,7.11,373.81,11.09,210.66,0.83,0.53,Rainfed,87.66,4.23,38.16,20.31
Rice,East,Silt,Rabi,2016,31.61,72.96,51.72,8.11,7.89,349.75,69.26,134.64,4.07,1.69,Rainfed,234.61,9.48,0.99,1.68
Cotton,Central,Sandy,Zaid,2017,13.52,78.05,72.39,9.61,6.03,391.65,53.07,91.09,0.59,8.15,Drip,69.93,1.41,0.94,7.63
Maize,West,Clay,Rabi,2023,37.91,70.01,78.69,11.79,6.31,310.91,74.99,221.57,3.56,1.77,Rainfed,183.78,5.63,1.58,2.8
Maize,West,Clay,Rabi,2023,32.15,595.13,41.68,4.52,5.73,322.89,19.54,205.61,1.96,3.56,Sprinkler,103.92,8.66,2.46,8.73
Soybean,South,Sandy,Zaid,2016,25.85,33.23,48.54,11.91,7.68,114.78,59.26,153.04,1.88,1.34,Drip,259.98,0.64,0.5,0.67
Potato,North,Sandy,Rabi,2021,30.08,56.58,48.05,8.07,5.54,190.29,75.35,127.63,2.12,3.7,Flood,190.42,8.09,5.46,20.23
Soybean,East,Silt,Zaid,2016,27.89,148.25,44.34,4.17,7.28,358.94,50.91,103.31,0.91,6.51,Sprinkler,230.44,1.73,2.03,13.2
Tomato,North,Loamy,Kharif,2024,29.17,72.47,69.14,9.65,7.93,283.16,17.76,220.65,4.93,12.3,Drip,267.92,3.02,14.69,180.72
Sugarcane,West,Silt,Zaid,2023,28.54,48.84,87.69,7.61,5.89,132.93,55.33,159.43,0.93,7.24,Rainfed,249.83,7.25,10.07,72.96
Soybean,South,Loamy,Kharif,2019,31.97,137.05,40.54,6.44,6.7,350.57,37.33,52.82,2.09,3.95,Drip,287.25,9.41,1.84,7.29
Rice,North,Loamy,Zaid,2024,21.67,175.55,40.3,5.02,7.11,174.27,16.46,139.97,1.73,4.08,Sprinkler,294.81,1.24,2.45,10.0
Rice,Central,Loamy,Kharif,2020,21.88,288.8,83.84,7.15,7.6,126.36,59.88,293.21,2.92,3.95,Rainfed,96.83,6.34,2.16,8.55
Wheat,East,Clay,Zaid,2023,23.96,99.57,69.75,5.66,6.12,182.87,59.82,201.57,4.31,2.25,Sprinkler,278.02,7.44,2.07,4.67
Potato,West,Loamy,Rabi,2017,25.33,30.01,52.85,11.65,6.43,198.97,23.27,251.71,1.74,2.5,Sprinkler,153.59,4.34,5.01,12.54
Rice,West,Clay,Zaid,2022,35.89,191.08,79.92,4.81,7.9,136.08,18.73,286.97,4.19,4.52,Flood,268.74,9.89,2.46,11.1
Maize,East,Sandy,Rabi,2022,25.13,114.91,77.72,5.86,6.0,327.87,34.14,83.77,1.92,2.72,Sprinkler,291.31,6.98,3.95,10.75
Cotton,South,Clay,Zaid,2020,32.3,71.8,51.52,5.86,7.49,250.32,56.13,221.52,0.6,0.78,Flood,183.17,1.91,0.77,0.6
Rice,East,Peat,Rabi,2018,25.22,100.34,69.29,6.42,7.42,348.85,79.86,259.61,3.01,1.57,Rainfed,220.36,9.38,1.77,2.78
Cotton,West,Clay,Rabi,2017,19.8,153.45,60.33,4.5,8.12,267.3,33.18,136.0,1.81,3.54,Sprinkler,134.26,5.48,1.56,5.52
Soybean,North,Sandy,Rabi,2021,21.38,132.23,54.72,8.23,8.02,120.46,15.48,189.04,3.38,1.69,Flood,236.31,6.46,1.27,2.14
Maize,North,Peat,Rabi,2020,29.16,28.73,68.26,8.42,6.67,353.37,10.31,180.04,1.48,7.3,Rainfed,60.77,8.32,0.84,6.11
Tomato,East,Silt,Rabi,2016,19.52,198.9,47.63,9.04,5.54,354.39,60.61,182.79,3.79,1.0,Flood,182.16,2.91,27.58,27.46
Cotton,South,Peat,Rabi,2016,28.49,291.43,57.34,11.21,6.48,319.84,61.55,54.59,2.12,0.6,Sprinkler,299.27,1.22,1.47,0.88
Sugarcane,Central,Clay,Zaid,2019,30.34,176.33,50.06,7.88,7.32,148.06,64.5,124.83,1.45,4.59,Rainfed,152.58,9.2,34.51,158.24
Maize,Central,Sandy,Rabi,2022,7.16,59.38,53.38,8.36,7.91,193.23,23.31,168.87,0.81,6.54,Flood,179.59,4.96,0.87,5.7
Maize,South,Sandy,Zaid,2018,22.89,255.04,44.52,10.96,6.63,364.19,61.01,76.04,4.24,6.23,Drip,58.08,1.34,5.78,36.01
Sugarcane,Central,Clay,Zaid,2017,34.69,147.38,72.98,10.13,7.23,178.24,73.87,54.55,2.15,7.03,Rainfed,156.79,0.25,21.95,154.2
Potato,South,Clay,Kharif,2020,31.39,124.59,88.24,8.41,7.02,195.5,27.97,55.25,1.73,3.48,Rainfed,99.49,0.87,8.16,28.4
Maize,North,Clay,Zaid,2020,20.68,155.04,45.5,9.36,7.84,317.76,76.63,234.54,3.62,2.02,Rainfed,281.19,1.8,3.91,7.88
Maize,West,Sandy,Kharif,2016,26.14,57.49,46.51,10.61,5.51,349.63,28.36,271.18,3.61,5.99,Sprinkler,141.33,0.59,2.24,13.43
Potato,West,Loamy,Zaid,2024,21.58,111.72,64.11,5.59,5.92,136.97,70.41,57.89,4.9,1.61,Sprinkler,77.58,5.77,8.34,13.39
Potato,North,Silt,Zaid,2021,16.2,112.24,82.53,4.38,7.9,218.34,21.16,94.02,4.63,1.09,Flood,266.7,5.44,7.62,8.28
Tomato,East,Clay,Kharif,2016,35.64,149.54,64.44,10.88,5.86,372.98,69.25,227.07,4.18,4.42,Drip,218.79,5.61,25.3,111.92
Rice,West,Peat,Kharif,2015,23.81,104.13,52.87,7.52,6.34,136.87,32.53,263.0,2.21,7.39,Rainfed,93.8,4.24,1.63,12.07
Cotton,North,Peat,Kharif,2021,27.59,113.52,50.67,7.8,8.09,152.26,11.34,213.0,0.74,20.05,Rainfed,202.41,4.7,0.71,14.27
Potato,East,Peat,Kharif,2016,17.03,105.11,44.53,11.44,7.38,155.19,49.38,83.31,0.58,5.48,Flood,212.12,5.84,7.0,38.35
Rice,Central,Sandy,Rabi,2015,20.24,113.97,67.7,9.24,8.19,355.11,78.65,294.06,3.98,16.17,Rainfed,266.82,7.28,1.6,25.8
Tomato,North,Peat,Zaid,2023,26.11,25.03,81.88,7.92,7.94,193.88,37.84,225.05,4.62,0.96,Drip,265.37,7.93,4.34,4.16
Soybean,North,Sandy,Zaid,2017,21.63,21.59,63.85,4.76,6.08,354.03,49.97,208.41,1.34,9.32,Drip,266.99,5.23,0.5,4.66
Tomato,East,Clay,Kharif,2017,23.92,206.32,76.57,9.87,5.82,181.25,14.68,52.17,1.21,11.12,Sprinkler,109.97,9.7,15.17,168.69
Maize,North,Peat,Rabi,2015,24.86,44.73,89.2,10.78,5.58,384.33,60.47,70.6,3.52,5.71,Drip,104.7,7.58,1.56,8.91
Rice,Central,Loamy,Rabi,2023,12.17,87.23,40.5,11.75,7.75,147.66,33.92,90.14,3.95,0.8,Sprinkler,260.1,9.42,0.95,0.76
Potato,North,Sandy,Rabi,2015,20.31,84.86,70.23,9.35,7.16,205.39,72.36,70.35,2.6,7.97,Flood,65.22,7.05,9.13,72.78
Tomato,South,Peat,Rabi,2020,15.37,128.13,40.65,5.44,6.53,170.11,77.39,212.9,1.84,13.77,Flood,235.15,2.85,18.31,252.21
Soybean,North,Clay,Kharif,2015,32.7,62.54,83.04,4.43,8.45,373.61,35.42,243.68,3.89,12.08,Sprinkler,126.81,4.66,0.87,10.47
Maize,East,Sandy,Kharif,2024,25.34,170.77,59.67,10.77,5.64,334.61,24.47,121.53,2.72,3.49,Sprinkler,180.14,5.45,5.01,17.48
Sugarcane,East,Sandy,Zaid,2024,29.22,71.08,65.29,9.16,8.23,312.27,13.18,259.64,4.95,3.7,Rainfed,292.4,5.47,19.85,73.42
Rice,Central,Loamy,Rabi,2021,19.9,60.26,72.88,5.84,5.81,108.17,30.47,148.94,2.98,2.23,Sprinkler,296.01,2.92,0.84,1.86
Potato,West,Clay,Rabi,2021,22.72,24.95,67.98,10.01,6.09,210.37,11.16,259.88,4.01,0.83,Sprinkler,141.22,9.55,3.9,3.22
Soybean,North,Loamy,Zaid,2018,21.22,94.7,57.76,8.77,8.43,399.25,64.23,151.08,2.72,2.71,Flood,296.39,7.08,1.16,3.14
Maize,West,Sandy,Rabi,2021,25.1,433.07,66.15,5.46,5.57,206.41,74.28,299.14,4.75,7.04,Rainfed,189.54,5.91,2.15,15.13
Wheat,Central,Sandy,Kharif,2019,22.54,142.78,60.94,9.35,5.86,179.71,68.52,275.94,2.93,0.66,Drip,281.74,7.02,3.47,2.29
Rice,Central,Silt,Kharif,2020,13.92,82.61,84.34,5.29,5.81,100.82,31.98,86.85,1.49,0.56,Drip,106.8,3.33,0.72,0.4
Sugarcane,East,Loamy,Kharif,2018,40.52,113.62,68.44,4.78,7.29,399.6,76.11,50.67,4.08,2.68,Flood,65.91,2.96,31.9,85.54
Wheat,North,Silt,Kharif,2021,41.78,158.25,52.3,6.57,6.43,208.82,79.98,244.49,4.89,6.41,Drip,151.57,3.9,2.76,17.68
Rice,South,Peat,Zaid,2019,27.42,73.93,81.42,7.72,6.39,332.46,69.81,155.11,3.51,0.8,Rainfed,182.37,0.45,1.27,1.02
Rice,Central,Loamy,Zaid,2024,12.66,155.69,84.8,5.12,7.67,254.36,17.85,212.9,3.24,4.12,Flood,281.62,5.21,2.96,12.21
Cotton,Central,Clay,Kharif,2017,32.08,91.18,45.79,7.76,6.05,279.14,58.52,167.11,0.94,3.66,Flood,70.36,6.82,1.08,3.97
Potato,South,Loamy,Zaid,2023,44.87,275.72,71.36,5.16,6.81,296.43,59.02,265.77,1.31,15.64,Rainfed,64.78,9.84,10.97,171.57
Tomato,Central,Sandy,Rabi,2015,34.54,127.96,76.75,4.58,5.62,130.53,16.12,186.85,1.47,10.34,Sprinkler,161.44,6.96,14.5,149.89
Maize,South,Silt,Zaid,2019,16.06,61.92,79.83,8.69,6.26,345.35,13.83,224.8,2.48,7.07,Drip,281.87,7.5,2.15,15.17
Sugarcane,South,Peat,Rabi,2022,18.73,36.37,80.32,7.69,5.73,315.72,30.43,62.22,4.56,3.8,Sprinkler,120.24,7.16,13.73,52.15
Tomato,East,Silt,Zaid,2019,19.26,87.26,44.46,9.97,8.04,132.46,67.15,242.89,2.06,6.36,Flood,50.01,9.32,11.74,74.66
Potato,Central,Sandy,Rabi,2016,30.28,116.85,73.23,8.49,8.07,282.91,73.54,195.58,1.27,12.74,Flood,220.41,6.99,16.82,214.32
Potato,East,Clay,Zaid,2016,23.98,47.32,71.52,10.45,8.4,236.38,65.04,279.26,3.57,1.89,Drip,201.96,9.7,8.61,16.27
Soybean,North,Sandy,Zaid,2015,18.91,122.82,84.35,5.6,6.24,385.87,19.47,97.78,2.39,4.95,Drip,200.95,2.92,2.37,11.72
Cotton,Central,Silt,Kharif,2021,23.42,76.97,75.12,9.3,6.65,224.27,34.36,108.85,2.56,6.3,Sprinkler,235.49,7.79,0.76,4.8
Tomato,West,Peat,Zaid,2023,31.06,164.66,40.33,7.82,7.88,289.01,43.18,211.16,4.58,4.68,Drip,249.95,9.81,28.94,135.4
Potato,North,Peat,Kharif,2015,20.96,66.92,68.27,10.38,6.81,388.02,29.03,236.14,2.39,3.83,Rainfed,250.63,2.96,6.98,26.72
Sugarcane,South,Peat,Zaid,2024,25.64,93.45,66.44,10.38,8.4,116.59,51.42,220.32,4.94,14.79,Drip,228.11,5.22,29.18,431.53
Tomato,South,Peat,Kharif,2017,35.58,149.17,71.77,9.71,6.79,318.29,20.06,90.65,1.23,11.58,Drip,69.01,8.02,21.64,250.52
Sugarcane,South,Peat,Rabi,2015,10.61,83.19,85.8,8.69,6.13,185.23,74.43,156.79,3.14,3.58,Rainfed,144.61,2.23,18.73,67.06
Tomato,West,Sandy,Rabi,2016,17.15,175.59,82.73,11.37,5.98,191.18,70.22,99.64,0.52,10.73,Flood,131.61,4.14,17.04,182.89
Soybean,Central,Clay,Rabi,2019,32.61,208.57,56.89,11.14,7.35,258.19,32.79,110.93,3.31,3.46,Rainfed,277.63,4.92,1.23,4.26
Cotton,East,Sandy,Kharif,2024,35.95,75.31,53.47,10.9,7.29,277.45,52.76,229.71,1.91,0.67,Rainfed,252.65,1.29,0.62,0.41
Soybean,East,Peat,Kharif,2022,21.85,28.59,58.77,4.5,7.07,295.94,22.0,142.91,4.69,3.42,Rainfed,250.64,9.27,0.5,1.71
Wheat,East,Clay,Zaid,2022,22.58,348.54,80.62,10.7,5.55,386.27,64.47,241.99,0.87,1.82,Flood,290.57,5.01,2.05,3.74
Cotton,East,Clay,Kharif,2020,30.28,203.22,44.37,7.34,6.63,204.96,31.54,102.52,1.28,5.61,Sprinkler,279.85,5.09,1.23,6.9
Potato,East,Clay,Kharif,2021,27.55,375.76,57.46,6.33,7.3,332.6,41.88,207.52,3.72,16.67,Rainfed,91.26,9.97,10.95,182.57
Soybean,North,Peat,Zaid,2017,22.37,148.45,68.62,7.89,7.59,218.73,18.83,172.22,2.85,1.63,Rainfed,283.9,2.27,1.33,2.17
Rice,West,Clay,Kharif,2019,26.0,56.76,64.46,5.8,5.66,333.77,54.88,135.18,0.71,10.53,Sprinkler,92.45,9.31,1.49,15.65
Tomato,West,Loamy,Rabi,2020,15.38,61.61,77.09,11.01,6.61,222.2,40.32,280.58,3.62,1.92,Rainfed,96.25,2.3,7.31,14.06
Maize,Central,Loamy,Kharif,2022,30.55,32.32,59.37,9.0,6.37,119.58,15.73,81.49,4.26,5.86,Rainfed,66.13,3.91,0.5,2.93
Maize,South,Loamy,Zaid,2021,15.56,106.28,66.14,7.85,6.44,141.34,61.97,269.96,4.75,0.8,Drip,234.98,7.27,4.05,3.25
Sugarcane,South,Clay,Kharif,2019,31.8,25.62,71.56,6.81,7.81,358.99,35.54,181.4,1.03,3.2,Drip,140.2,1.83,12.05,38.53
Maize,West,Silt,Zaid,2020,18.07,36.03,71.79,11.12,8.24,337.97,22.33,254.36,1.74,13.28,Drip,227.27,7.85,0.99,13.12
Maize,South,Silt,Zaid,2019,34.93,217.75,41.43,11.51,5.63,284.36,58.54,76.84,0.72,8.18,Drip,146.17,1.07,4.22,34.52
Potato,West,Peat,Rabi,2017,27.56,209.16,69.37,5.29,5.55,310.24,48.51,212.7,4.16,3.35,Flood,81.13,9.4,21.35,71.48
Potato,Central,Silt,Kharif,2016,30.1,288.21,68.6,6.38,8.49,304.25,38.59,189.96,2.37,11.46,Drip,170.62,8.24,19.58,224.42
Wheat,South,Sandy,Rabi,2023,26.36,193.92,76.11,10.84,6.66,134.4,68.97,174.54,1.07,1.11,Drip,89.81,7.51,3.23,3.59
Soybean,North,Loamy,Rabi,2024,28.69,53.03,79.65,7.91,7.69,214.42,34.3,260.34,0.66,18.89,Drip,212.04,4.32,0.9,16.97
Potato,West,Loamy,Rabi,2022,21.85,33.1,65.7,11.88,6.21,316.68,40.45,213.11,1.42,3.68,Drip,295.02,1.95,6.27,23.05
Potato,South,Peat,Kharif,2023,38.25,115.48,65.11,4.14,8.2,348.09,22.19,153.32,3.97,20.08,Sprinkler,287.78,8.99,11.59,232.71
Soybean,East,Clay,Rabi,2018,40.4,265.89,83.92,7.02,6.68,237.97,55.93,115.21,0.6,1.26,Rainfed,160.03,2.82,1.04,1.31
Soybean,West,Clay,Zaid,2023,21.07,77.65,46.57,11.9,6.5,275.6,64.56,280.15,3.9,6.11,Sprinkler,166.5,6.05,1.15,7.04
Soybean,Central,Sandy,Kharif,2016,27.4,235.35,67.19,4.32,8.26,246.79,70.8,264.22,4.17,0.82,Sprinkler,111.77,8.76,2.24,1.83
Potato,North,Loamy,Kharif,2017,6.82,39.25,88.42,5.71,6.07,298.22,27.0,284.69,0.55,0.53,Rainfed,176.22,4.88,2.87,1.52
Wheat,Central,Sandy,Kharif,2015,12.29,88.22,60.58,11.12,5.53,392.88,53.71,87.96,0.71,4.36,Rainfed,108.72,3.01,1.02,4.47
Potato,Central,Loamy,Zaid,2018,30.74,28.12,66.33,10.33,5.74,366.92,50.48,287.66,1.17,25.73,Sprinkler,211.07,5.67,4.24,109.02
Sugarcane,West,Silt,Kharif,2023,41.11,22.39,86.98,9.15,5.77,106.29,13.55,202.35,3.26,3.96,Rainfed,126.69,5.32,3.4,13.48
Wheat,East,Clay,Rabi,2020,30.63,112.4,62.66,5.78,7.72,371.24,26.47,93.85,3.63,19.36,Flood,237.49,2.85,1.96,37.97
Sugarcane,West,Sandy,Rabi,2015,22.06,68.5,82.6,10.17,7.27,182.49,75.66,213.33,4.87,4.84,Sprinkler,255.3,8.13,27.41,132.62
Wheat,North,Clay,Zaid,2020,34.84,102.6,78.08,10.93,7.31,344.77,31.86,107.15,2.44,6.16,Sprinkler,96.81,6.8,1.82,11.22
Cotton,West,Loamy,Zaid,2016,14.29,178.76,41.84,9.34,7.45,382.28,59.94,249.08,4.57,6.12,Rainfed,122.54,8.7,1.22,7.48
Maize,East,Silt,Rabi,2020,38.51,222.26,88.78,11.62,6.48,226.51,17.67,111.89,4.47,2.74,Flood,205.14,6.66,2.96,8.09
Rice,North,Clay,Zaid,2023,20.15,40.19,55.24,7.59,6.59,394.87,68.45,169.92,4.46,2.64,Sprinkler,246.46,2.24,1.14,3.01
Sugarcane,East,Loamy,Zaid,2024,17.28,51.92,60.11,9.99,5.72,297.86,60.12,213.48,3.92,1.48,Flood,196.78,9.41,19.51,28.9
Soybean,East,Sandy,Zaid,2021,24.14,114.5,76.82,6.67,7.6,374.87,10.76,267.53,1.48,3.54,Drip,263.09,8.24,2.24,7.93
Rice,South,Peat,Kharif,2015,24.34,126.82,59.52,6.81,6.79,322.92,45.1,253.51,3.85,0.6,Sprinkler,207.56,4.37,3.52,2.12
Soybean,West,Clay,Kharif,2023,30.5,190.58,67.38,11.08,7.64,265.85,62.82,59.59,0.62,0.94,Flood,159.39,2.35,1.75,1.64
Cotton,West,Sandy,Zaid,2017,41.18,52.69,56.09,6.68,7.6,242.11,46.24,198.0,3.96,0.97,Drip,244.22,5.63,0.52,0.51
Maize,South,Silt,Zaid,2019,29.21,59.68,60.47,5.85,8.44,249.1,79.73,172.45,1.49,4.04,Flood,59.9,9.05,1.77,7.15
Sugarcane,West,Clay,Rabi,2016,30.81,106.71,89.84,6.22,7.84,274.42,78.31,256.95,4.99,4.94,Rainfed,101.14,5.04,32.43,160.12
Potato,Central,Peat,Kharif,2017,36.94,168.88,40.03,8.04,6.21,362.47,20.7,216.61,1.7,2.7,Flood,285.14,2.4,16.23,43.88
Maize,East,Clay,Zaid,2015,25.07,122.64,56.36,9.52,5.68,357.2,67.16,296.37,4.71,2.7,Sprinkler,149.82,7.46,4.04,10.91
Potato,West,Peat,Zaid,2016,18.82,57.69,45.93,7.64,7.16,163.35,11.86,229.84,0.59,18.63,Sprinkler,105.4,6.64,6.88,128.2
Tomato,Central,Silt,Zaid,2021,24.64,92.72,82.73,9.86,5.74,162.75,31.83,79.1,2.56,21.27,Rainfed,178.65,7.42,7.86,167.15
Cotton,South,Sandy,Kharif,2017,19.35,209.65,50.79,10.03,8.14,151.45,34.28,292.53,4.01,2.16,Sprinkler,190.99,4.04,1.53,3.29
Wheat,Central,Silt,Zaid,2023,14.31,132.32,78.93,10.99,5.97,346.86,27.84,156.83,4.56,3.53,Flood,99.27,1.6,2.28,8.05
Cotton,South,Loamy,Zaid,2019,17.98,163.83,89.86,10.3,8.13,324.35,72.68,69.07,4.68,3.02,Drip,280.4,0.76,1.71,5.18
Maize,South,Clay,Zaid,2018,20.32,101.47,58.33,5.57,6.25,166.6,48.42,276.54,4.61,0.78,Flood,69.97,2.45,2.99,2.34
Wheat,South,Loamy,Kharif,2019,35.71,29.97,59.42,8.7,7.23,263.03,33.71,226.61,4.22,2.63,Drip,71.38,2.96,0.54,1.43
Soybean,South,Peat,Kharif,2015,15.32,82.15,51.05,9.91,5.58,266.42,21.86,50.25,4.41,6.07,Flood,74.74,6.64,0.7,4.26
